id,Numéro d'article,Nom du produit,Numéro du lot,Emplacement,Site,Entrepôt,Stock physique,Physique disponible
2452,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,10.0,10.0
2453,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
2454,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
2455,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,2.0,2.0
2456,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R12,99,MAKLADA,FILIERE,2.0,2.0
2457,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,5.0,5.0
2458,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,6.0,6.0
2459,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,6.0,6.0
2460,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
2461,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,4.0,4.0
2462,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
2463,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
2464,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
2465,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
2466,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
2467,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
2468,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,9.0,9.0
2469,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,9.0,9.0
2470,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,3.0,3.0
2471,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,10.0,10.0
2472,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,3.0,3.0
2473,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,4.0,4.0
2474,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,3.0,3.0
2475,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,5.0,5.0
2476,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,3.0,3.0
2477,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,15.0,15.0
2478,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,16.0,16.0
2479,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,24.0,24.0
2480,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,13.0,13.0
2481,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,19.0,19.0
2482,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,10.0,10.0
2483,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,10.0,10.0
2484,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,4.0,4.0
2485,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
2486,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
2487,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,5.0,5.0
2488,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R12,99,MAKLADA,FILIERE,2.0,2.0
2489,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
2490,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2491,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
2492,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2493,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
2494,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
2495,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
2496,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,19.0,19.0
2497,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,18.0,18.0
2498,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,20.0,20.0
2499,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,24.0,24.0
2500,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,26.0,26.0
2501,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,20.0,20.0
2502,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,8.0,8.0
2503,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,8.0,8.0
2504,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,5.0,5.0
2505,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
2506,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,5.0,5.0
2507,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R12,99,MAKLADA,FILIERE,2.0,2.0
2508,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
2509,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
2510,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,6.0,6.0
2511,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,6.0,6.0
2512,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,6.0,6.0
2513,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,10.0,10.0
2514,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,3.0,3.0
2515,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
2516,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
2517,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
2518,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
2519,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2520,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
2521,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,2.0,2.0
2522,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
2523,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
2524,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2525,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
2526,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
2527,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2528,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2529,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2530,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
2531,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
2532,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
2533,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
2534,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2535,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2536,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
2537,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
2538,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2539,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
2540,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2541,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
2542,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,1.0,1.0
2543,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2544,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2545,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
2546,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,2.0,2.0
2547,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,3.0,3.0
2548,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
2549,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2550,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2551,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,1.0,1.0
2552,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
2553,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
2554,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,2.0,2.0
2555,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,2.0,2.0
2556,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2557,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
2558,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,1.0,1.0
2559,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2560,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,1.0,1.0
2561,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
2562,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,4.0,4.0
2563,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,6.0,6.0
2564,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,7.0,7.0
2565,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,3.0,3.0
2566,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,4.0,4.0
2567,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,3.0,3.0
2568,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,3.0,3.0
2569,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,3.0,3.0
2570,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,3.0,3.0
2571,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,3.0,3.0
2572,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,21.0,21.0
2573,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,18.0,18.0
2574,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,17.0,17.0
2575,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,15.0,15.0
2576,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,8.0,8.0
2577,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,5.0,5.0
2578,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,3.0,3.0
2579,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
2580,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,3.0,3.0
2581,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,1.0,1.0
2582,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
2583,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,3.0,3.0
2584,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2585,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,5.0,5.0
2586,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
2587,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
2588,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,1.0,1.0
2589,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
2590,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
2591,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,11.0,11.0
2592,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,31.0,31.0
2593,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,30.0,30.0
2594,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,24.0,24.0
2595,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,22.0,22.0
2596,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,12.0,12.0
2597,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,4.0,4.0
2598,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,2.0,2.0
2599,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,3.0,3.0
2600,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,2.0,2.0
2601,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R12,99,MAKLADA,FILIERE,1.0,1.0
2602,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2603,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,1.0,1.0
2604,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,2.0,2.0
2605,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,2.0,2.0
2606,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,1.0,1.0
2607,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
2608,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R01,99,MAKLADA,FILIERE,2.0,2.0
2609,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,4.0,4.0
2610,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,9.0,9.0
2611,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,12.0,12.0
2612,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R05,99,MAKLADA,FILIERE,7.0,7.0
2613,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R06,99,MAKLADA,FILIERE,9.0,9.0
2614,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R07,99,MAKLADA,FILIERE,5.0,5.0
2615,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R08,99,MAKLADA,FILIERE,2.0,2.0
2616,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R09,99,MAKLADA,FILIERE,5.0,5.0
2617,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R10,99,MAKLADA,FILIERE,2.0,2.0
2618,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R11,99,MAKLADA,FILIERE,1.0,1.0
2619,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R02,99,MAKLADA,FILIERE,1.0,1.0
2620,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R03,99,MAKLADA,FILIERE,1.0,1.0
2621,FILIERE-M28x15-A12,FILIERE DE TREFILAGE EN CARBURE DE TUNGSTENE M25x15-A12,R04,99,MAKLADA,FILIERE,4.0,4.0
